station,mta_id,location,out_of_service,first_missed,estimated_return,outage_hours
125 St - (ID: 27),EL126,MEZZANINE TO UPTOWN AND DOWNTOWN PLATFORMS,2018-02-26T04:39:00.000Z,2018-02-26T04:52:06.906Z,2018-02-26T10:00:00.000Z,0.218585
59 St - Columbus Cir - (ID: 29),EL280,STREET TO MEZZANINE AND UPTOWN 1 PLATFORM,2018-02-26T04:31:00.000Z,2018-02-26T09:56:08.128Z,2018-02-26T16:00:00.000Z,5.418924444444444
Fulton St - (ID: 13),EL720,CENTER ISLAND LOWER PLATFORM TO MEZZANINE,2018-02-26T04:16:00.000Z,2018-02-26T10:16:07.974Z,2018-02-26T14:00:00.000Z,6.002214999999999
Fulton St - (ID: 13),EL723,UPPER MEZZANINE TO STREET,2018-02-26T04:13:00.000Z,2018-02-26T09:06:08.225Z,2018-02-26T11:00:00.000Z,4.885618055555555
191 St - (ID: 28),EL104,STREET TO MEZZANINE / MEZZANINE TO PLATFORM,2018-02-26T03:41:00.000Z,2018-02-26T06:18:07.785Z,2018-02-26T16:00:00.000Z,2.6188291666666665
233 St - (ID: 44),EL192,STREET TO MEZZANINE,2018-02-26T03:23:00.000Z,2018-02-26T05:14:08.082Z,2018-02-26T14:00:00.000Z,1.8522450000000001
179 St - Jamaica - (ID: 4),EL431,STREET TO MEZZANINE,2018-02-25T23:14:00.000Z,2018-02-26T00:51:07.410Z,2018-02-26T12:00:00.000Z,1.618725
14 St - Union Sq - (ID: 36),EL220,MEZZANINE TO DOWNTOWN PLATFORM(N&R ),2018-02-26T00:20:00.000Z,2018-02-26T00:42:07.891Z,2018-02-26T03:00:00.000Z,0.3688586111111111
14 St - Union Sq - (ID: 36),EL219,MEZZANINE TO UPTOWN PLATFORM N/Q/R,2018-02-25T23:59:00.000Z,2018-02-26T00:20:06.021Z,2018-02-26T03:00:00.000Z,0.3516725
149 St - 3 Av - (ID: 45),EL129,STREET TO UPTOWN PLATFORM,2018-02-25T23:00:00.000Z,2018-02-25T23:45:06.563Z,2018-02-26T11:00:00.000Z,0.7518230555555555
Junction Blvd - (ID: 73),EL426,OVERPASS TO DOWNTOWN PLATFORM,2018-02-25T23:23:00.000Z,2018-02-26T09:05:07.433Z,2018-02-26T12:00:00.000Z,9.702064722222222
14 St - (ID: 23),EL218,MEZZANINE TO L PLATFORM,2018-02-25T23:27:00.000Z,2018-02-25T23:55:06.573Z,2018-02-26T03:00:00.000Z,0.46849250000000003
Kingsbridge Road - (ID: 72),EL189,STREET TO MEZZANINE,2018-02-25T23:13:00.000Z,2018-02-26T00:57:07.998Z,2018-02-26T12:00:00.000Z,1.735555
14 St - Union Sq - (ID: 36),EL217,STREET TO MEZZANINE,2018-02-25T23:06:00.000Z,2018-02-25T23:23:08.020Z,2018-02-26T12:00:00.000Z,0.2855611111111111
Bowling Green - (ID: 71),EL710,STREET TO MEZZANINE & UPTOWN PLATFORM,2018-02-25T21:46:00.000Z,2018-02-26T00:26:07.632Z,2018-02-26T10:00:00.000Z,2.6687866666666666
Jackson Hts - Roosevelt Av - (ID: 14),EL420,MIDDLE MEZZANINE TO STREET TO IRT MEZZANINE TO NORTHBOUND IRT PLATFORM(7),2018-02-25T21:04:00.000Z,2018-02-25T21:47:08.838Z,2018-02-26T03:00:00.000Z,0.7191216666666667
Broadway-Lafayette/Bleecker St - (ID: 40),EL332,UPTOWN 6 MEZZANINE TO DOWNTOWN B/D/F/M PLATFORM,2018-02-25T20:34:00.000Z,2018-02-25T23:32:06.948Z,2018-02-26T09:00:00.000Z,2.968596666666667
Briarwood/Van Wyck Blvd - (ID: 70),EL424,STREET TO MEZZANINE,2018-02-25T20:05:00.000Z,2018-02-26T06:06:07.341Z,2018-02-26T03:00:00.000Z,10.018705833333334
Clark St - (ID: 10),EL312,LOWER MEZZANINE TO STREET,2018-02-25T20:22:00.000Z,2018-02-26T10:01:08.461Z,2018-02-26T09:00:00.000Z,13.652350277777778
149 St - 3 Av - (ID: 45),EL129,STREET TO UPTOWN PLATFORM,2018-02-25T17:35:00.000Z,2018-02-25T22:40:08.049Z,2018-02-26T06:00:00.000Z,5.085569166666667
Atlantic Av-Barclays Ctr - (ID: 9),EL700X,STREET TO MEZZANINE,2018-02-25T12:20:00.000Z,2018-02-27T10:44:08.328Z,2018-02-26T01:00:00.000Z,46.40231333333334
42 St - Port Authority Bus Terminal - (ID: 56),EL291X,STREET TO INTERMEDIATE LANDING,2018-02-23T16:00:00.000Z,2018-02-27T10:46:07.907Z,2018-02-27T01:00:00.000Z,90.76886305555556
42 St - Port Authority Bus Terminal - (ID: 56),EL291X,STREET TO INTERMEDIATE LANDING,2018-02-25T13:00:00.000Z,2018-02-25T17:21:07.578Z,2018-02-27T01:00:00.000Z,4.352105
Forest Hills - 71 Av - (ID: 69),EL437,STREET TO MEZZANINE ALL TRAINS,2018-02-25T16:40:00.000Z,2018-02-25T20:02:08.106Z,2018-02-25T21:00:00.000Z,3.3689183333333332
86 St / 2 Av - (ID: 65),EL249,PLATFORM TO MEZZANINE,2018-02-25T03:00:00.000Z,2018-02-25T15:57:07.345Z,2018-02-25T16:00:00.000Z,12.952040277777778
179 St - Jamaica - (ID: 4),EL433,MEZZANINE TO PLATFORM,2018-02-25T15:35:00.000Z,2018-02-25T16:08:07.215Z,2018-02-25T20:00:00.000Z,0.5520041666666666
Coney Island Stillwell Av - (ID: 66),EL701,OVERPASS TO N PLATFORM,2018-02-25T15:25:00.000Z,2018-02-26T01:28:08.107Z,2018-02-26T04:00:00.000Z,10.052251944444444
Dekalb Av - (ID: 12),EL372,MEZZANINE TO DOWNTOWN,2018-02-25T15:15:00.000Z,2018-02-25T15:43:07.756Z,2018-02-26T04:00:00.000Z,0.4688211111111112
Simpson St - (ID: 38),EL127,STREET TO UPTOWN PLATFORM,2018-02-25T14:55:00.000Z,2018-02-25T16:38:06.856Z,2018-02-25T20:00:00.000Z,1.718571111111111
Fulton St - (ID: 13),EL719,LOWER MEZZANINE TO PLATFORM,2018-02-25T14:40:00.000Z,2018-02-25T15:57:07.345Z,2018-02-26T03:00:00.000Z,1.2853736111111111
Jackson Hts - Roosevelt Av - (ID: 14),EL420,MIDDLE MEZZANINE TO STREET TO IRT MEZZANINE TO NORTHBOUND IRT PLATFORM(7),2018-02-25T14:45:00.000Z,2018-02-25T16:21:07.847Z,2018-02-25T21:00:00.000Z,1.602179722222222
Forest Hills - 71 Av - (ID: 69),EL437,STREET TO MEZZANINE ALL TRAINS,2018-02-25T14:38:00.000Z,2018-02-25T16:44:06.859Z,2018-02-25T21:00:00.000Z,2.1019052777777776
135 St - (ID: 19),EL181,STREET TO MEZZANINE AND DOWNTOWN PLATFORM,2018-02-25T13:50:00.000Z,2018-02-25T16:14:08.264Z,2018-02-25T21:00:00.000Z,2.4022955555555554
207 St - Inwood - (ID: 24),EL149,MEZZANINE TO PLATFORM,2018-02-25T13:13:00.000Z,2018-02-27T00:37:07.750Z,2018-02-26T03:00:00.000Z,35.40215277777778
191 St - (ID: 28),EL104,STREET TO MEZZANINE / MEZZANINE TO PLATFORM,2018-02-25T12:50:00.000Z,2018-02-26T02:48:08.230Z,2018-02-26T01:00:00.000Z,13.96895277777778
168 St - (ID: 47),EL113,LOWER MEZZANINE TO UPPER MEZZANINE,2018-02-25T07:55:00.000Z,2018-02-25T10:10:06.715Z,2018-02-25T19:00:00.000Z,2.2518652777777777
Chambers St - (ID: 41),EL337,MEZZANINE TO UPTOWN,2018-02-25T06:57:00.000Z,2018-02-25T09:50:06.219Z,2018-02-25T19:00:00.000Z,2.885060833333333
86 St / 2 Av - (ID: 65),EL249,PLATFORM TO MEZZANINE,2018-02-25T03:51:00.000Z,2018-02-25T07:11:07.637Z,2018-02-25T16:00:00.000Z,3.3354547222222224
86 St / 2 Av - (ID: 65),EL250,MEZZANINE TO STREET,2018-02-25T03:07:00.000Z,2018-02-25T10:02:06.877Z,2018-02-25T16:00:00.000Z,6.918576944444444
Chambers St - (ID: 41),EL336,STREET TO MEZZANINE,2018-02-25T05:26:00.000Z,2018-02-25T09:07:08.087Z,2018-02-25T18:00:00.000Z,3.685579722222222
86 St / 2 Av - (ID: 65),EL250,MEZZANINE TO STREET,2018-02-25T03:05:00.000Z,2018-02-25T05:52:08.276Z,2018-02-25T15:00:00.000Z,2.785632222222222
86 St / 2 Av - (ID: 65),EL250,MEZZANINE TO STREET,2018-02-25T01:15:00.000Z,2018-02-25T05:46:07.534Z,2018-02-25T15:00:00.000Z,4.518759444444444
34 St - Hudson Yards - (ID: 52),EL603,UPPER MEZZANINE TO STREET,2018-02-25T05:28:00.000Z,2018-02-25T16:07:06.924Z,2018-02-25T18:00:00.000Z,10.651923333333334
86 St / 2 Av - (ID: 65),EL249,PLATFORM TO MEZZANINE,2018-02-25T04:28:00.000Z,2018-02-25T05:57:08.210Z,2018-02-25T17:00:00.000Z,1.4856138888888888
42 St - Grand Central - (ID: 49),EL206,MEZZANINE TO UPTOWN 4/5/6 PLATFORM,2018-02-25T05:01:00.000Z,2018-02-25T10:11:08.167Z,2018-02-25T11:00:00.000Z,5.168935277777778
Simpson St - (ID: 38),EL127,STREET TO UPTOWN PLATFORM,2018-02-25T04:46:00.000Z,2018-02-25T07:16:07.756Z,2018-02-25T17:00:00.000Z,2.5021544444444443
149 St - 3 Av - (ID: 45),EL129,STREET TO UPTOWN PLATFORM,2018-02-25T04:44:00.000Z,2018-02-25T10:18:07.358Z,2018-02-25T11:00:00.000Z,5.568710555555556
Flushing Av - (ID: 26),EL395,MEZZANINE TO UPTOWN,2018-02-25T04:40:00.000Z,2018-02-25T07:18:07.132Z,2018-02-25T11:00:00.000Z,2.6353144444444445
233 St - (ID: 44),EL194,MEZZANINE TO SOUTHBOUND PLATFORM,2018-02-25T04:35:00.000Z,2018-02-25T09:47:08.035Z,2018-02-25T11:00:00.000Z,5.202231944444445
Fulton St - (ID: 13),EL723,UPPER MEZZANINE TO STREET,2018-02-25T04:28:00.000Z,2018-02-25T09:53:07.415Z,2018-02-25T11:00:00.000Z,5.418726388888889
Dekalb Av - (ID: 12),EL371,MEZZANINE TO UPTOWN,2018-02-25T04:21:00.000Z,2018-02-25T09:57:07.589Z,2018-02-25T11:00:00.000Z,5.602108055555556
Hunts Point - (ID: 46),EL195,STREET TO MEZZANINE,2018-02-25T03:30:00.000Z,2018-02-25T06:40:06.635Z,2018-02-25T16:00:00.000Z,3.1685097222222223
86 St / 2 Av - (ID: 65),EL250,MEZZANINE TO STREET,2018-02-25T03:00:00.000Z,2018-02-25T05:44:07.945Z,2018-02-25T15:00:00.000Z,2.735540277777778
28 St - (ID: 6),EL279X,STREET TO MEZZANINE,2018-02-24T21:45:00.000Z,2018-02-25T17:25:06.642Z,2018-02-25T10:00:00.000Z,19.66851166666667
Court Square - (ID: 68),EL445X,STREET TO MEZZANINE,2018-02-24T19:30:00.000Z,2018-02-25T02:30:07.412Z,2018-02-25T20:00:00.000Z,7.002058888888889
42 St - Grand Central - (ID: 49),EL206,MEZZANINE TO UPTOWN 4/5/6 PLATFORM,2018-02-25T00:06:00.000Z,2018-02-25T01:26:07.770Z,2018-02-25T13:00:00.000Z,1.3354916666666667
Euclid Av - (ID: 32),EL342,MEZZANINE TO UPTOWN,2018-02-24T23:35:00.000Z,2018-02-25T01:54:06.373Z,2018-02-25T12:00:00.000Z,2.318436944444444
Hunts Point - (ID: 46),EL195,STREET TO MEZZANINE,2018-02-24T23:09:00.000Z,2018-02-25T01:03:07.862Z,2018-02-25T12:00:00.000Z,1.902183888888889
Kew Gardens / Union Tpk - (ID: 48),EL436,MEZZANINE TO PLATFORM,2018-02-24T21:32:00.000Z,2018-02-25T18:10:05.412Z,2018-02-25T10:00:00.000Z,20.634836666666665
Court Square - (ID: 68),EL445X,STREET TO MEZZANINE,2018-02-24T17:32:00.000Z,2018-02-25T02:27:08.187Z,2018-02-25T06:00:00.000Z,8.918940833333334
168 St - (ID: 47),EL113,LOWER MEZZANINE TO UPPER MEZZANINE,2018-02-24T21:05:00.000Z,2018-02-25T02:06:07.389Z,2018-02-25T10:00:00.000Z,5.018719166666667
Court St - (ID: 11),EL309,LOWER MEZZANINE TO UPPER MEZZANINE,2018-02-24T20:14:00.000Z,2018-02-24T22:15:06.299Z,2018-02-24T21:00:00.000Z,2.018416388888889
Fulton St - (ID: 13),EL721,PLATFORM TO LOWER MEZZANINE,2018-02-24T20:15:00.000Z,2018-02-25T09:39:08.771Z,2018-02-25T09:00:00.000Z,13.40243638888889
Lexington Av / 63 St - (ID: 17),EL440,MEZZANINE TO UPPER SOUTHBOUND PLATFORM TO LOWER NORTHBOUND PLATFORM,2018-02-24T17:36:00.000Z,2018-02-24T19:31:07.753Z,2018-02-25T06:00:00.000Z,1.9188202777777776
Jackson Hts - Roosevelt Av - (ID: 14),EL420,MIDDLE MEZZANINE TO STREET TO IRT MEZZANINE TO NORTHBOUND IRT PLATFORM(7),2018-02-24T17:07:00.000Z,2018-02-24T22:53:07.538Z,2018-02-25T06:00:00.000Z,5.768760555555556
Crown Hts - Utica Av - (ID: 54),EL323,MEZZANINE TO PLATFORMS,2018-02-24T17:00:00.000Z,2018-02-24T18:46:06.747Z,2018-02-25T06:00:00.000Z,1.7685408333333335
181 St - (ID: 5),EL110,LOWER MEZZANINE TO UPPER MEZZANINE,2018-02-24T16:37:00.000Z,2018-02-24T18:32:08.273Z,2018-02-25T17:00:00.000Z,1.9189647222222221
181 St - (ID: 5),EL110,LOWER MEZZANINE TO UPPER MEZZANINE,2018-02-24T16:00:00.000Z,2018-02-24T16:15:06.398Z,2018-02-25T04:00:00.000Z,0.2517772222222222
181 St - (ID: 5),EL109,LOWER MEZZANINE TO UPPER MEZZANINE,2018-02-24T15:55:00.000Z,2018-02-24T16:10:06.628Z,2018-02-25T04:00:00.000Z,0.2518411111111111
168 St - (ID: 47),EL114,LOWER MEZZANINE TO UPPER MEZZANINE,2018-02-24T15:00:00.000Z,2018-02-24T15:21:06.788Z,2018-02-25T03:00:00.000Z,0.35188555555555556
168 St - (ID: 47),EL113,LOWER MEZZANINE TO UPPER MEZZANINE,2018-02-24T14:43:00.000Z,2018-02-24T15:17:07.153Z,2018-02-26T15:00:00.000Z,0.5686536111111111
190 St - (ID: 51),EL120,LOWER MEZZANINE TO STREET,2018-02-24T14:01:00.000Z,2018-02-24T16:06:06.714Z,2018-02-25T02:00:00.000Z,2.0851983333333335
Far Rockaway - Mott Av - (ID: 67),EL498,STREET TO PLATFORM,2018-02-24T13:32:00.000Z,2018-02-24T16:52:07.274Z,2018-02-25T02:00:00.000Z,3.3353538888888887
191 St - (ID: 28),EL103,STREET TO MEZZANINE / MEZZANINE TO PLATFORM,2018-02-24T13:25:00.000Z,2018-02-25T00:36:07.772Z,2018-02-25T01:00:00.000Z,11.185492222222221
168 St - (ID: 47),EL113,LOWER MEZZANINE TO UPPER MEZZANINE,2018-02-24T11:35:00.000Z,2018-02-24T13:17:07.643Z,2018-02-26T11:00:00.000Z,1.7021230555555555
Fulton St - (ID: 13),EL720,CENTER ISLAND LOWER PLATFORM TO MEZZANINE,2018-02-24T08:35:00.000Z,2018-02-24T09:02:08.085Z,2018-02-24T21:00:00.000Z,0.45224583333333335
86 St / 2 Av - (ID: 65),EL249,PLATFORM TO MEZZANINE,2018-02-24T03:20:00.000Z,2018-02-24T09:32:06.903Z,2018-02-24T10:00:00.000Z,6.2019174999999995
42 St - Grand Central - (ID: 49),EL244,MEZZANINE TO 7 PLATFORM,2018-02-24T07:46:00.000Z,2018-02-24T10:19:06.352Z,2018-02-24T11:00:00.000Z,2.5517644444444447
Coney Island Stillwell Av - (ID: 66),EL702,OVERPASS TO D PLATFORM,2018-02-24T07:25:00.000Z,2018-02-24T09:47:07.064Z,2018-02-24T18:00:00.000Z,2.3686288888888893
34 St - Penn - (ID: 7),EL216,MEZZANINE TO DOWNTOWN LOCAL PLATFORM,2018-02-24T06:39:00.000Z,2018-02-24T09:39:06.314Z,2018-02-24T19:00:00.000Z,3.001753888888889
Canal St - (ID: 63),EL324,STREET TO UPTOWN PLATFORM,2018-02-24T06:32:00.000Z,2018-02-24T07:57:07.925Z,2018-02-24T19:00:00.000Z,1.4188680555555557
34 St - Penn - (ID: 7),EL215,MEZZANINE TO EXPRESS PLATFORM,2018-02-24T06:39:00.000Z,2018-02-24T09:39:06.314Z,2018-02-24T19:00:00.000Z,3.001753888888889
168 St - (ID: 47),EL111,LOWER MEZZANINE TO UPPER MEZZANINE,2018-02-24T06:25:00.000Z,2018-02-24T10:54:06.946Z,2018-02-24T19:00:00.000Z,4.485262777777778
Jamaica Center Parsons/Archer - (ID: 30),EL413,MEZZANINE TO PLATFORMS,2018-02-24T05:25:00.000Z,2018-02-24T08:51:07.069Z,2018-02-24T18:00:00.000Z,3.4352969444444446
191 St - (ID: 28),EL103,STREET TO MEZZANINE / MEZZANINE TO PLATFORM,2018-02-24T05:05:00.000Z,2018-02-24T06:25:08.598Z,2018-02-24T18:00:00.000Z,1.3357216666666667
125 St - (ID: 27),EL125,STREET TO MEZZANINE,2018-02-24T04:57:00.000Z,2018-02-24T10:04:07.892Z,2018-02-24T14:00:00.000Z,5.118858888888889
Lexington Av / 63 St - (ID: 17),EL401,STREET TO MEZZANINE,2018-02-24T04:50:00.000Z,2018-02-24T09:02:08.085Z,2018-02-24T11:00:00.000Z,4.2022458333333335
34 St - Penn - (ID: 7),EL214,MEZZANINE TO UPTOWN LOCAL PLATFORM,2018-02-24T04:43:00.000Z,2018-02-24T06:31:07.897Z,2018-02-24T13:00:00.000Z,1.802193611111111
Jackson Hts - Roosevelt Av - (ID: 14),EL420,MIDDLE MEZZANINE TO STREET TO IRT MEZZANINE TO NORTHBOUND IRT PLATFORM(7),2018-02-24T04:35:00.000Z,2018-02-24T09:28:07.776Z,2018-02-24T15:00:00.000Z,4.885493333333334
181 St - (ID: 5),EL107,LOWER MEZZANINE TO UPPER MEZZANINE,2018-02-24T04:22:00.000Z,2018-02-24T05:02:08.938Z,2018-02-24T16:00:00.000Z,0.6691494444444445
Jamaica - Van Wyck - (ID: 15),EL408,MEZZANINE TO PLATFORM,2018-02-24T04:05:00.000Z,2018-02-24T10:01:07.089Z,2018-02-24T11:00:00.000Z,5.935302500000001
34 St - Penn - (ID: 53),EL227,MEZZANINE TO EXPRESS PLATFORM,2018-02-24T03:42:00.000Z,2018-02-24T10:03:07.337Z,2018-02-24T11:00:00.000Z,6.352038055555555
86 St / 2 Av - (ID: 65),EL249,PLATFORM TO MEZZANINE,2018-02-24T03:22:00.000Z,2018-02-24T07:52:07.725Z,2018-02-24T10:00:00.000Z,4.5021458333333335
86 St / 2 Av - (ID: 65),EL250,MEZZANINE TO STREET,2018-02-24T03:25:00.000Z,2018-02-24T09:35:06.428Z,2018-02-24T11:00:00.000Z,6.168452222222222
191 St - (ID: 28),EL103,STREET TO MEZZANINE / MEZZANINE TO PLATFORM,2018-02-24T02:40:00.000Z,2018-02-24T05:06:07.482Z,2018-02-25T03:00:00.000Z,2.4354116666666665
34 St - Herald Sq - (ID: 22),EL213,STREET TO MEZZANINE,2018-02-24T02:18:00.000Z,2018-02-24T04:27:06.599Z,2018-02-24T15:00:00.000Z,2.1518330555555556
125 St - (ID: 27),EL125,STREET TO MEZZANINE,2018-02-24T01:48:00.000Z,2018-02-24T04:57:08.386Z,2018-02-24T14:00:00.000Z,3.1523294444444447
191 St - (ID: 28),EL105,LOWER MEZZANINE TO UPPER MEZZANINE,2018-02-24T01:37:00.000Z,2018-02-24T07:50:06.656Z,2018-02-24T14:00:00.000Z,6.218515555555555
42 St - Grand Central - (ID: 49),EL244,MEZZANINE TO 7 PLATFORM,2018-02-24T01:25:00.000Z,2018-02-24T07:47:07.775Z,2018-02-24T13:00:00.000Z,6.368826388888889
Marcy Av - (ID: 64),EL391,STREET TO MEZZANINE & UPTOWN PLATFORM,2018-02-24T00:18:00.000Z,2018-02-24T01:59:07.880Z,2018-02-24T13:00:00.000Z,1.6855222222222221
42 St - Grand Central - (ID: 49),EL204,STREET TO TERMINAL/MEZZANINE,2018-02-23T23:39:00.000Z,2018-02-24T02:38:07.620Z,2018-02-24T12:00:00.000Z,2.98545
Atlantic Av-Barclays Ctr - (ID: 8),EL302,MEZZANINE TO DOWNTOWN,2018-02-23T23:05:00.000Z,2018-02-24T01:15:07.322Z,2018-02-24T12:00:00.000Z,2.1687005555555556
181 St - (ID: 5),EL110,LOWER MEZZANINE TO UPPER MEZZANINE,2018-02-23T21:04:00.000Z,2018-02-23T23:16:07.893Z,2018-02-24T10:00:00.000Z,2.2021925
Canal St - (ID: 63),EL325,STREET TO DOWNTOWN 6 PLATFORM,2018-02-23T21:46:00.000Z,2018-02-24T01:53:08.965Z,2018-02-24T10:00:00.000Z,4.119156944444445
181 St - (ID: 5),EL109,LOWER MEZZANINE TO UPPER MEZZANINE,2018-02-23T21:02:00.000Z,2018-02-23T22:58:08.163Z,2018-02-24T22:00:00.000Z,1.9356008333333332
72 St / 2 Av - (ID: 62),EL267,LOWER MEZZANINE TO STREET,2018-02-23T20:58:00.000Z,2018-02-24T00:34:07.916Z,2018-02-24T09:00:00.000Z,3.6021988888888883
181 St - (ID: 5),EL110,LOWER MEZZANINE TO UPPER MEZZANINE,2018-02-23T21:02:00.000Z,2018-02-23T21:57:07.058Z,2018-02-24T10:00:00.000Z,0.9186272222222222
Clark St - (ID: 10),EL311,LOWER MEZZANINE TO STREET,2018-02-23T20:21:00.000Z,2018-02-24T02:52:08.438Z,2018-02-24T21:00:00.000Z,6.519010555555555
14 St - Union Sq - (ID: 36),EL219,MEZZANINE TO UPTOWN PLATFORM N/Q/R,2018-02-23T20:10:00.000Z,2018-02-23T21:40:06.202Z,2018-02-24T09:00:00.000Z,1.501722777777778
149 St - 3 Av - (ID: 45),EL129,STREET TO UPTOWN PLATFORM,2018-02-23T19:30:00.000Z,2018-02-23T20:57:07.702Z,2018-02-24T20:00:00.000Z,1.4521394444444444
Jackson Hts - Roosevelt Av - (ID: 14),EL420,MIDDLE MEZZANINE TO STREET TO IRT MEZZANINE TO NORTHBOUND IRT PLATFORM(7),2018-02-23T19:30:00.000Z,2018-02-23T23:37:08.333Z,2018-02-24T08:00:00.000Z,4.118981388888889
42 St - Port Authority Bus Terminal - (ID: 56),EL291X,STREET TO INTERMEDIATE LANDING,2018-02-23T15:00:00.000Z,2018-02-25T17:19:06.971Z,2018-02-24T20:00:00.000Z,50.31860305555555
96 St / 2 Av - (ID: 61),EL247,PLATFORM TO MEZZANINE,2018-02-23T17:29:00.000Z,2018-02-23T17:57:08.269Z,2018-02-24T03:00:00.000Z,0.4689636111111111
Roosevelt Island - (ID: 60),EL404,STREET TO UPTOWN PLATFORM,2018-02-23T15:30:00.000Z,2018-02-23T18:16:07.991Z,2018-02-23T19:00:00.000Z,2.768886388888889
Lexington Av / 63 St - (ID: 17),EL443,MEZZANINE TO PLATFORMS,2018-02-23T16:09:00.000Z,2018-02-23T20:49:08.009Z,2018-02-25T04:00:00.000Z,4.6688913888888885
Roosevelt Island - (ID: 60),EL403,STREET TO DOWNTOWN PLATFORM,2018-02-23T16:10:00.000Z,2018-02-23T17:18:06.759Z,2018-02-23T19:00:00.000Z,1.1352108333333333
42 St - Grand Central - (ID: 49),EL244,MEZZANINE TO 7 PLATFORM,2018-02-23T15:25:00.000Z,2018-02-23T20:20:07.366Z,2018-02-24T00:00:00.000Z,4.918712777777778
34 St - Herald Sq - (ID: 22),EL212,MEZZANINE TO UPTOWN,2018-02-23T15:10:00.000Z,2018-02-23T19:31:08.122Z,2018-02-23T20:00:00.000Z,4.352256111111111
Crown Hts - Utica Av - (ID: 54),EL323,MEZZANINE TO PLATFORMS,2018-02-23T15:04:00.000Z,2018-02-23T20:39:07.096Z,2018-02-24T04:00:00.000Z,5.585304444444445
191 St - (ID: 28),EL103,STREET TO MEZZANINE / MEZZANINE TO PLATFORM,2018-02-23T15:03:00.000Z,2018-02-23T16:43:06.553Z,2018-02-24T03:00:00.000Z,1.6684869444444446
161 St - Yankee Stadium - (ID: 3),EL132,MEZZANINES TO  UPTOWN 4 PLATFORM,2018-02-23T14:55:00.000Z,2018-02-23T19:29:08.670Z,2018-02-23T21:00:00.000Z,4.569075
Lexington Av / 63 St - (ID: 17),EL440,MEZZANINE TO UPPER SOUTHBOUND PLATFORM TO LOWER NORTHBOUND PLATFORM,2018-02-23T14:07:00.000Z,2018-02-23T16:07:07.881Z,2018-02-24T03:00:00.000Z,2.0021891666666667
Fulton St - (ID: 13),EL716,3 LANDINGS,2018-02-23T14:25:00.000Z,2018-02-23T20:31:08.402Z,2018-02-23T20:00:00.000Z,6.1023338888888885
Fulton St - (ID: 13),EL723,UPPER MEZZANINE TO STREET,2018-02-23T13:32:00.000Z,2018-02-23T16:43:06.553Z,2018-02-24T02:00:00.000Z,3.185153611111111
42 St - Grand Central - (ID: 49),EL244,MEZZANINE TO 7 PLATFORM,2018-02-23T04:28:00.000Z,2018-02-23T10:42:07.728Z,2018-02-23T21:00:00.000Z,6.23548
Court St - (ID: 11),EL309,LOWER MEZZANINE TO UPPER MEZZANINE,2018-02-23T07:05:00.000Z,2018-02-23T09:44:08.023Z,2018-02-23T20:00:00.000Z,2.652228611111111
Court St - (ID: 11),EL308,LOWER MEZZANINE TO UPPER MEZZANINE,2018-02-23T07:55:00.000Z,2018-02-23T09:35:06.745Z,2018-02-23T20:00:00.000Z,1.6685402777777776
181 St - (ID: 5),EL108,LOWER MEZZANINE TO UPPER MEZZANINE,2018-02-23T07:50:00.000Z,2018-02-23T09:07:08.507Z,2018-02-23T11:00:00.000Z,1.2856963888888886
Bay Parkway - (ID: 59),EL376,STREET TO MEZZANINE,2018-02-23T07:19:00.000Z,2018-02-23T09:17:07.875Z,2018-02-23T20:00:00.000Z,1.9688541666666666
191 St - (ID: 28),EL103,STREET TO MEZZANINE / MEZZANINE TO PLATFORM,2018-02-23T06:17:00.000Z,2018-02-23T07:36:06.262Z,2018-02-23T11:00:00.000Z,1.3184061111111112
Crown Hts - Utica Av - (ID: 54),EL322,STREET TO MEZZANINE,2018-02-23T04:47:00.000Z,2018-02-23T09:42:06.986Z,2018-02-23T11:00:00.000Z,4.918607222222223
181 St - (ID: 58),EL118,LOWER MEZZANINE TO STREET,2018-02-23T05:01:00.000Z,2018-02-23T10:56:07.665Z,2018-02-23T11:00:00.000Z,5.918795833333333
34 St - Penn - (ID: 53),EL227,MEZZANINE TO EXPRESS PLATFORM,2018-02-23T04:45:00.000Z,2018-02-23T09:56:08.601Z,2018-02-23T11:00:00.000Z,5.1857225
Lexington Av / 63 St - (ID: 17),EL401,STREET TO MEZZANINE,2018-02-23T04:43:00.000Z,2018-02-23T09:52:07.483Z,2018-02-23T11:00:00.000Z,5.1520786111111105
125 St - (ID: 27),EL125,STREET TO MEZZANINE,2018-02-23T04:30:00.000Z,2018-02-23T07:17:07.806Z,2018-02-23T11:00:00.000Z,2.7855016666666668
191 St - (ID: 28),EL104,STREET TO MEZZANINE / MEZZANINE TO PLATFORM,2018-02-23T04:35:00.000Z,2018-02-23T10:37:07.840Z,2018-02-23T11:00:00.000Z,6.035511111111111
Lexington Av / 63 St - (ID: 17),EL440,MEZZANINE TO UPPER SOUTHBOUND PLATFORM TO LOWER NORTHBOUND PLATFORM,2018-02-23T04:25:00.000Z,2018-02-23T06:54:05.981Z,2018-02-23T17:00:00.000Z,2.4849947222222224
Jamaica - Van Wyck - (ID: 15),EL408,MEZZANINE TO PLATFORM,2018-02-23T04:04:00.000Z,2018-02-23T09:29:08.559Z,2018-02-23T11:00:00.000Z,5.419044166666667
